Player0: bwmcts.combat.RandomScriptLogic@119cca4
Player1: NOK-AV
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.015625
Win average: 0.015384615384615385
Win average: 0.015151515151515152
Win average: 0.014925373134328358
Win average: 0.014705882352941176
Win average: 0.014492753623188406
Win average: 0.014285714285714285
Win average: 0.014084507042253521
Win average: 0.013888888888888888
Win average: 0.0136986301369863
Win average: 0.013513513513513514
Win average: 0.013333333333333334
Win average: 0.013157894736842105
Win average: 0.012987012987012988
Win average: 0.01282051282051282
Win average: 0.012658227848101266
Win average: 0.0125
Win average: 0.012345679012345678
Win average: 0.012195121951219513
Win average: 0.012048192771084338
Win average: 0.011904761904761904
Win average: 0.011764705882352941
Win average: 0.011627906976744186
Win average: 0.011494252873563218
Win average: 0.011363636363636364
Win average: 0.011235955056179775
Win average: 0.011111111111111112
Win average: 0.01098901098901099
Win average: 0.010869565217391304
Win average: 0.010752688172043012
Win average: 0.010638297872340425
Win average: 0.010526315789473684
Win average: 0.010416666666666666
Win average: 0.010309278350515464
Win average: 0.01020408163265306
Win average: 0.010101010101010102
Win average: 0.01
--------------- Score average: -175.07	Deviation: 51.55526258297982
--------------- Win average: 0.01
DRAGOON ZEALOT TEST RESULT: 0.01
--- units: 144
Dragoons: 72	Zealots: 72 on each side
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.0
Win average: 0.014285714285714285
Win average: 0.014084507042253521
Win average: 0.013888888888888888
Win average: 0.0136986301369863
Win average: 0.013513513513513514
Win average: 0.013333333333333334
Win average: 0.013157894736842105
Win average: 0.012987012987012988
Win average: 0.01282051282051282
Win average: 0.012658227848101266
Win average: 0.0125
Win average: 0.012345679012345678
Win average: 0.012195121951219513
Win average: 0.012048192771084338
Win average: 0.011904761904761904
Win average: 0.011764705882352941
Win average: 0.011627906976744186
Win average: 0.011494252873563218
Win average: 0.011363636363636364
Win average: 0.011235955056179775
Win average: 0.011111111111111112
Win average: 0.01098901098901099
Win average: 0.010869565217391304
Win average: 0.010752688172043012
Win average: 0.010638297872340425
Win average: 0.010526315789473684
Win average: 0.010416666666666666
Win average: 0.010309278350515464
Win average: 0.01020408163265306
Win average: 0.010101010101010102
Win average: 0.01
--------------- Score average: -176.05	Deviation: 39.73093882605847
--------------- Win average: 0.01
DRAGOON ZEALOT TEST RESULT: 0.01
